,Extraction_date,Marketplace,Reference,Status,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
1461,2018-07-16T13:01:04,Tunisie-annonce TN,2822943,L,Étage de villa,"Tunisie,Ariana,Ariana Ville,Ariana",90,m²,,,700.0,"belle étage de villa s+2 compose de deux chambres dont lune avec placard une  cuisine équipé avec un séchoir,un balcon et un garage avec abri voiture.une entrée indépendante le local et situe dans un cartier calme prés de toute commodité (hôpital mahmoud el matri,magasin aziza,boulangerie,pâtisserie,centre médicale,banque attijari)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2822943
1469,2018-07-16T13:00:46,Tunisie-annonce TN,2818946,L,Etage de villa luxe quartier calme innatendu,"Tunisie,Ariana,Mnihla,Mnihla",164,m²,,,750.0,"joli etage de villa compose d un grand salon, salle a manger, suite parentale avec salle d eau et douche,une 2 eme piece et une salle de bain avec jacuzzi et une cuisne installee. le tout equipe de placards ,de chauffage central et pre -installation climatseur ,satellite et internet.  le local est pres de toutes commodites geant ennaser et  les jardins d el menzah",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2818946
1471,2018-07-16T13:00:41,Tunisie-annonce TN,2578496,L,Villa a ennasr 2 wb562,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2",400,m²,,,2500.0,"a louer pour 2500 dt par mois a ennasr 2 une charmante villa sur 2 niveaux (400m) avec 2 grands ssm , 2 suites et 2 autres cc , chauffage central , garage , jardin (wb562)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2578496
1484,2018-07-16T13:00:06,Tunisie-annonce TN,2744892,L,Al open space au lac 3,"Tunisie,Tunis,El Kram,Le Kram Est",330,m²,,,3200.0,a louer open space situé au 1er étage d'une résidence bureautique au lac 3 (zone industrielle kram)  superficie : 330m2   loyer : 3200d / mois   tel: 53540819 (agence ideal immobilier),http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2744892
1486,2018-07-16T13:00:05,Tunisie-annonce TN,2682384,L,Une  maison avec piscine et jardin ref  vl 803,"Tunisie,Tunis,Carthage,Cartage Byrsa",,m²,,,2800.0,"la croisette immobilière met à votre disposition en location ref vl803  une maison avec piscine à carthage port punique composée au rez-de-chaussée d’un salon, deux chambres,deux salles d’eau,et d’une cuisine.a l’étage vous trouvez une suite parentale, un séjour, une chambre à coucher, et deux salles de bain ,et à l’extérieur une piscine, un jardin, ainsi qu’une chambre de gardien.  la villa est chauffée et climatisée",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2682384
1505,2018-07-16T12:59:17,Tunisie-annonce TN,2819481,L,Maison s plus 2 meublée climatisée pour étudiants,"Tunisie,Bizerte,Bizerte Nord,Cite Hassen Nouri",90,m²,,,440.0,"maison rez de chaussée indépendante; neuve s+2 meublée climatisée,située sur mér à 3 mn du centre ville dans un endroit calme  sécurisée avec gardien et berger allemand + parking   location à partir du 01/09/2018 pour étudiants ou autres",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2819481
1519,2018-07-16T12:58:37,Tunisie-annonce TN,2786351,L,Une très belle villa ref vl901,"Tunisie,Tunis,Carthage,Carthage",,m²,,,5000.0,"la croisette agence immobiliere la marsa vous propose ref vl901 à louer une très belle villa s+3 plain pied sise à carthage.  elle est composée de trois chambres à coucher, une salle de bain, une salle de douche, une cuisine équipée et moderne, une piscine, un jardin et une terrasse.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2786351
1522,2018-07-16T12:58:27,Tunisie-annonce TN,2808582,L,Un étage de villa haut standing à la soukra,"Tunisie,Ariana,La Soukra,La Soukra",210,m²,,,2500.0,"réf: sl008  on met à votre disposition la location d'un superbe étage de villa de très haut standing jamais habité au premier étage d'une agréable villa avec une entrée indépendante,situé dans un quartier calme et gardé à la soukra.    on y trouve un spacieux salon lumineux qui donne accès à une belle et très grande terrasse offrant une splendide vue sur la piscine, une cuisine moderne bien aménagée et équipée de plaque, hotte, four avec séchoir, une salle d'eau pour les visiteurs, une chambre de service, 03 chambres à coucher avec dressing et une salle de bain.  l'étage est équipée de chauffage central, climatiseurs et une place parking.   loyer mensuel : 2500 dt.   pour plus d'informations veuillez nous contacter:    tel: 20 777 057    fixe: 36 176 777    soukra négoce.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2808582
1524,2018-07-16T12:58:20,Tunisie-annonce TN,2788553,L,Villa de haut standing avec beau jardin,"Tunisie,Tunis,La Marsa,Gammart",295,m²,,,3650.0,"salon, cuisine, trois salle de bain, trois chambres a coucher, dépendance, garage,",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2788553
1527,2018-07-16T12:58:12,Tunisie-annonce TN,2808765,L,Villa tres haut standing,"Tunisie,Tunis,La Marsa,Marsa Safsaf",400,m²,,,7000.0,"grand salon, salle a manger, séjour, coin bureau, une salle d'eau invité, une belle cuisine, petite dépendance, une très belle suite parentale, avec dressing, et salle de bain, une deuxième suite invité, deux chambres enfants avec dresing et salle de douche, alarme, garage, belle piscine,",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2808765
1542,2018-07-16T12:57:25,Tunisie-annonce TN,2819613,L,Un spacieux local à ain zaghoun ref lcz141,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",215,m²,,,4500.0,la croisette immobilière vous propose :   ref : lcz141   a louer un spacieux local sur deux niveau de 215m² à ain zaghouan nord coté nestlé.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2819613
1554,2018-07-16T12:56:53,Tunisie-annonce TN,2831271,L,2 maison pied dans l'eaux fatha,"Tunisie,Nabeul,Kelibia,Kelibia",,m²,,,2500.0,"2 maison pied dans l'eaux fatha  s+4  et  s+2  maison still arabesque pieds dans l'eau à coté de fathet chkilia route el mansoura sous le fort de kélibia et à coté les bons lieux de plage el mansoura,accès privé sur une voie.vue magnifique sur la mer pour un ambiance extra avec vos amis ou votre famille.très belle maison de vacances ouvrant sur la mer avec accès direct.l'ensemble est situé sur un vaste terrasse de 200 m². la maison comprend un salon  équipé(plasma..)+ deux chambres à coucher+cuisine( gaz, vaisselles..)+ salle de bain et un douche au terrasse+abri voiture pour 2 ou 3 voitures.   maison s+4 très belle maison de vacances ouvrant sur la mer avec accès direct.l'ensemble est situé sur un vaste terrasse de 150 m². la maison comprend deux salons bien équipé(salon 7 places + salon 4 places)+ deux chambres à coucher(lit deux places) et l'autre chambre (3 lits une place)+cuisine( gaz, vaisselles..)+ salle de bin (chauffe bain )et une douche au terrasse. profitez et réservez dés maintenant pour la saison d été. là ou vous aurez le beau temps plus des photos   sur mon email",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831271
1558,2018-07-16T12:56:43,Tunisie-annonce TN,2810385,L,Maison pieds dans l'eaux fataha chakilia,"Tunisie,Nabeul,Kelibia,Kelibia",200,m²,,,1200.0,maison pieds dans l'eaux s+4 sous le fort de kélibia et à coté les bons lieux de plage el mansoura.vue magnifique sur la mer pour un ambiance extra avec vos amis ou votre famille.très belle maison de vacances ouvrant sur la mer,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2810385
1561,2018-07-16T12:56:38,Tunisie-annonce TN,2831767,L,Studio meublé ou sans meuble,"Tunisie,Tunis,El Omrane Superieur,El Omrane Superieur",60,m²,,,350.0,"a louer un studio 2 pièces (2 lit, armoire, table de nuit, tv, un banc, tapis) + une cuisine salle a mangé (table, chaises, réfrigérateur) + séchoir + douche-toilette.    le studio est situé dans une grande villa sécurisé. elle se trouve dans un quartier calme et proche de toutes commodités  prix meublé : 350dt  prix sans meuble : 250dt",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831767
1565,2018-07-16T12:56:32,Tunisie-annonce TN,2595776,L,Villa dar allouche 900,"Tunisie,Nabeul,Kelibia,Dar Allouche",120,m²,,,900.0,"sté bn ammar met en location d'été une maison  (s+3), à plage dar allouche ,  kélibia , 2ème degré sur la plage , équipé de toutes les instructions nécessaires .. prix : 900 dt /semaine . pour plus de renseignements contacter : 21 680 406 - 98 512 755",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2595776
1596,2018-07-16T12:55:32,Tunisie-annonce TN,2818725,L,Un superbe duplex s3 à cap gammarth,"Tunisie,Tunis,La Marsa,Gammart",250,m²,,,250.0,"réf: sl094  on met à votre disposition la location d'un superbe duplex s+3 entièrement et bien meublé situé dans à cap gammarth proche de la plage et de toutes commodités et loisirs.   on y trouve un spacieux salon avec une splendide vue sur mer, une cuisine bien aménagée et équipée avec un séchoir, trois chambres à coucher avec dressings et deux salles de bain.   on dispose aussi de chauffage central et climatiseurs.   superficie est de 250 m² et prix de la nuitée : 250dt.  pour plus de renseignements ou pour prendre un rdv de visite veuillez contacter votre conseiller wissem ben khalifa.    tel : 29 777 207  fixe : 36 176 777    soukra négoce.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2818725
1597,2018-07-16T12:55:31,Tunisie-annonce TN,2721933,L,Depot à l'aouina ref lcz027,"Tunisie,Tunis,La Marsa,El Aouina",300,m²,,,2000.0,dépôt tres spacieux  1er partie 30m² liée à une dépot sous-sol 300m² usage pour stockage produit consommable / matiere premiere / produits finis,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2721933
1607,2018-07-16T12:55:11,Tunisie-annonce TN,2722657,L,Un local à ain zaghouan wahat,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",1,m²,,,2000.0,la croisette immobilière vous propose  ref:lcz028  a louer un local de 50 m² pour usage commercial dans une zone calme et sécurisé pour toute activité très spacieux  lumineux et bien aéré loyer 2000 dt par mois plus 1 mois de caution et 30 mille dinars pas de porte .,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2722657
1629,2018-07-16T12:54:26,Tunisie-annonce TN,2681273,L,Pour salon de thé ou restaurant ou bank,"Tunisie,Tunis,La Goulette,La Goulette",70,m²,,,3000.0,a louer rez de chaussé commercial ou administratif vue sur la mer qui convient rest ou salon de thé ou agence. ........,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2681273
1650,2018-07-16T12:53:49,Tunisie-annonce TN,2811910,L,Showroom à yasminette,"Tunisie,Ben arous,Nouvelle Medina,El Yasminette",300,m²,,,2000.0,on met pour location un showroom de 300 m située au 1er étage à yasminette  convient pour toit type de commerce salon de thé showroom pour meuble location de robe ext  pour plus d'information contacter:29 799 366,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2811910
1665,2018-07-16T12:53:20,Tunisie-annonce TN,2494315,L,Villa lac pour ambassade,"Tunisie,Tunis,La Marsa,Berge Du Lac",1000,m²,,,8000.0,"a louer une belle villa pour ambassade au lac2 dans un endroit sécurisé.  la villa est sur 2 niveaux soit un grand séjour, un grand salon, cuisine équipée, salle d'eau, bureau a l'etage 2 suites geniors, suite parentale et 2 chambres avec salle de bain commune. un sous sol complet un garage pour 4 voitures.   la maison est équipée de caméra de surveillance et système alarme. chauffage et climatisation centrale.   un grand jardin avec piscine",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2494315
1667,2018-07-16T12:53:19,Tunisie-annonce TN,2493955,L,Villa marsa cube,"Tunisie,Tunis,La Marsa,Marsa Safsaf",700,m²,,,6000.0,"a louer une belle villa pied dans l'eau sur 2 niveaux. soit grand séjour, cuisine équipée, salle d'eau, chambre d'invité a l'etage 2 suites et 2 chambres avec salle de bain.   un sous sol. garage, jardin avec piscine.   la maison est équipée de chauffage centrale et climatisation centrale.   prix 6000dt/mois  tel agent : 20230010.  d'autre produits sont disponibles.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2493955
1672,2018-07-16T12:53:08,Tunisie-annonce TN,2831792,L,Local 15m au coeur del menzeh 5,"Tunisie,Ariana,Ariana Ville,El Menzah 5",15,m²,,,600.0,notre agence immobilière smart immo vous propose à la location d'un local de 15m² au coeur d'el menzeh 5  prix : 600dt  visite: 10dt  honnoraires de l'agence : 5% du loyer annuel  les intéressés contactez le 22.222.333,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831792
1681,2018-07-16T12:52:56,Tunisie-annonce TN,2818561,L,Villa haut standing la marsa,"Tunisie,Tunis,La Marsa,Marsa Ennassim",1000,m²,,,7500.0,"à louer une belle villa à la marsa. sur 2 niveaux soit un grand salon, salle à manger,  cuisine équipée,  salle d'eau. à l'étage suite parentale et 3 suites juniors. au rez-de-chaussée chambre de bonne, chambre de gardien, un grand espace aménagé.   piscine et jardin, un garage.   climatisation et chauffage central.   caméra de surveillance.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2818561
1688,2018-07-16T12:52:44,Tunisie-annonce TN,2797181,L,Duplex trois pièces,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage",150,m²,,,1350.0,"vous êtes une famille, à la recherche d'une belle maison chaleureuse et accueillante et surtout bien situé?    l'agence immobilière tunisia home vous propose en location un duplexede haut standing .    le duplexe se compose de:    -suites, deux chambres à coucher, un grand salon, une cuisine bien équipée, une salle d'eau, salle de bain commune.  le duplex est équipé d'un climatiseur et un chauffage central.  place de parking au sous sol    pour plus de renseignement ou visite veuillez contacter nous",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2797181
1689,2018-07-16T12:52:40,Tunisie-annonce TN,2825731,L,Maison semi collectif,"Tunisie,Ben arous,El Mourouj,El Mourouj",100,m²,,,550.0,a louer a elmourouj3 pres de toutes les commaudites et de station de metro un etage semi collectif de trois chambres  un grand salon salle de bain et cuisine.pour visite veuiller nous appeler au 21934246 ou 52138867 agence immobiliere essour,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2825731
1694,2018-07-16T12:52:22,Tunisie-annonce TN,2802251,L,Un local à ain zaghouan nord ref lcz133,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",70,m²,,,1000.0,"la croisette immobilière vous propose  ref:lcz133   a louer à ain zaghouan nord dans une résidence privée ,un local commercial de 70m² à l'état brut avec  trois vitrines donnant sur une route bien animée.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2802251
1702,2018-07-16T12:52:00,Tunisie-annonce TN,2776821,L,Une magnifique villa à la soukra ref vlz863,"Tunisie,Ariana,La Soukra,Chotrana 2",600,m²,,,4000.0,"la croisette immobilière vous propose:  a louer une magnifique villa de 350 m²  s+6 et r+1 à chotrana 2.   elle se compose comme suit:  au rez de chaussée: un hall donnant sur un grand salon et salle à manger avec cheminée, une première cuisine bien équipée, une deuxième cuisine de service,  un séjour, une chambre d'amie et une salle d'eau.  a l'étage: on trouve une suite parentale avec salle de bain et dressing, quatre grandes chambres dont deux avec  dressings, une salle de bain commune.  a l’extérieure: un grand et magnifique jardin de 250 m² avec piscine et un garage pour 2 voitures.  la villa est équipée avec des panneaux photovoltaïques .",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2776821
1707,2018-07-16T12:51:43,Tunisie-annonce TN,2606299,L,Une belle villa au lac 1,"Tunisie,Tunis,La Marsa,Berge Du Lac",,m²,,,7000.0,"la croisette immobiliére vous propose  ref:vl696   -une superbe spacieuse villa richement meublée, située dans un quartier le plus chic et commercial des berges du lac 1 dans une résidence sécurisée. la villa bénéficie des caméras de surveillance avec un système d'alarme. elle profite de deux entrées indépendantes, le premier accès donne sur un rez de chaussée composé d'une chambre, un salon et salle à manger spacieux et lumineux qui ouvrent sur une belle piscine et un jardin gazonné entouré par des arbustes et une cuisine qui ouvre sur une superbe terrasse, vue sur piscine et qui est agencée de rangements fonctionnels et entièrement équipée d'un four électrique, d'une hotte aspirante, d'une plaque de cuisson, d'un four à micro-ondes , d'un lave-vaisselle et un frigo américain. la partie jour est complétée par une salle d'eau pour les invités. le deuxième accès nous mène à l'étage qui est composé d'une grande suite royale composée d'une chambre, une salle de bain, un salon et une salle de sport, une suite composée d'un muni salon et autre chambre à coucher et une salle de bain.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2606299
1722,2018-07-16T12:51:03,Tunisie-annonce TN,2672423,L,Rdc d'appartement à fouchana prés du carefour,"Tunisie,Ben arous,Fouchana,Fouchana",120,m²,,,440.0,"a louer rdc d'appartement indépendant à fouchana prés du carefour contient 2 chambres et salon+terrasse+salle de bain+ grand cuisine , proche de l' école et transport etc  express immobilière : 22161771",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2672423
1733,2018-07-16T12:50:38,Tunisie-annonce TN,2757785,L,Emplacement idéal d'un étage villa,"Tunisie,Ariana,Ariana Ville,El Menzah 6",200,m²,,,1200.0,"a louer un grand étage de villa s+5 standing normal avec chauffage central et garage aéré, dans un quartier chic sur l'artère principale entre menzah 6 et menzah 7.  il est composé : d'une petite terrasse à l'entrée, d'un immense salon salle à manger, d'un beau séjour vitré, d'un long couloir équipé entièrement de rangements, d'une belle cuisine équipée, d'une salle d'eau, d'une autre salle de bain, d'une grande terrasse et de 4 chambres avec placards.  loyer 1200 dt/mois et un mois de cautionnement.  droit de visite : 10 dt.  pour plus d'infos. veuillez contacter le 29 200 004.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2757785
1737,2018-07-16T12:50:32,Tunisie-annonce TN,2814104,L,Local commercial à el menzah 9,"Tunisie,Tunis,El Menzah,El Menzah 9",50,m²,,,900.0,je mets en location un très beau local commercial situé à el menzah 9 juste à coté de centre makni.    superficie: 50 mètres carrés    je serais ouvert à toutes proposition sauf les cafette et les fast food    appelez le 98337517 pour plus de detail,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2814104
1761,2018-07-16T12:49:36,Tunisie-annonce TN,2782248,L,Opportunity immo loc show room la soukra,"Tunisie,Ariana,La Soukra,La Soukra",1200,m²,,,14000.0,"opportunity immobilière met a votre disposition la location :    d'un show room  vip repartis sur 3 niveaux de 400m2 chacun sur la route principal au rez de chaussée d'un immeuble moderne haut security et chic avec double ascenseur et souble sortie security a la soukra sur route principal     installation poussée (climatisation camera,alarme)    1200m2    la soukra .     ( la possibilite de louer 800m2 seulement est possible ou 400m2 )       prix global  : 14000dt/mois    pour plus d'informations : 25489997 - 28368558 - 25488313",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2782248
1782,2018-07-16T12:48:50,Tunisie-annonce TN,2613755,L,Une villa à gammarth ref vl728,"Tunisie,Tunis,La Marsa,Gammart",1,m²,,,8000.0,la croisette immobiliére vous propose  ref:vl728  a louer une villa à gammarth s composé comme suit :  rez de chaussé:  * un grand jardin avec une grande piscine et terrasse   * un garage  * un grand salon et salle à manger ouvrant sur le jardin   * une grande cuisine complètement équipé   *  3 suite junior.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2613755
1787,2018-07-16T12:48:38,Tunisie-annonce TN,2341177,L,Un dépôt ou plateau à la marsa al1647,"Tunisie,Tunis,La Marsa,Cite Du Stade",450,m²,,,4500.0,"la croisette - agence immobilière à la marsa vous propose:  ref: al1647    a louer un dépôt de 450 m² sur la route du relais composé de deux bureaux, deux salles de bain et une kitchenette.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2341177
1792,2018-07-16T12:48:27,Tunisie-annonce TN,2771608,L,Local commercial,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2",22,m²,,,1000.0,particulier loue un local commercial sur une grande voie(avenue nouvelle ère)  prix : 1000 dinars par mois avec un pas de porte.  pour plus d'information contacter: 51 111 805,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2771608
1803,2018-07-16T12:48:03,Tunisie-annonce TN,2761364,L,Une villa sise a la marsa corniche ref vl870,"Tunisie,Tunis,La Marsa,Marsa Safsaf",,m²,,,5500.0,"la croisette agence immobilière la marsa vous propose ref vl870 à louer une villa sise à la marsa corniche avec piscine à deux pas de la mer.    la villa se compose d'un joli salon avec cheminée, une salle à manger, une cuisine  équipée, une suite parentale, de deux chambres à coucher     et salle de bain.    le rez de jardin est un appartement aménagé qui se compose de deux chambres à coucher, une salle de bain, un salon et une kitchenette.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2761364
1813,2018-07-16T12:47:42,Tunisie-annonce TN,2213217,L,Villa haut standing à la marsa,"Tunisie,Tunis,La Marsa,Marsa Safsaf",500,m²,,,3500.0,"a louer une belle villa à la marsa, sur deux niveaux , situé dans un endroit résidentiel , composée :    au rez de chaussée: d'un salon avec une porte fenêtre coulissante donnant sur la piscine , une salle à manger, une salle d'eau et une cuisine bien équipée     a l'étage : trois chambres à coucher équipée avec dressing et deux salles de bain    extérieur: jardin avec une piscine et un garage     la villa est équipée d'une climatisation et du chauffage central",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2213217
1816,2018-07-16T12:47:36,Tunisie-annonce TN,2804748,L,Charmante villa dans la zone touristique,"Tunisie,Tunis,La Marsa,Gammart",1,m²,,,5000.0,"a louer une villa de charme à gammarth supérieur(zone touristique) , dans une résidence gardée et calme , sur deux niveaux, composée :    au rez de chaussée : d'un salon avec une porte fenêtre coulissante donnant sur le jardin et la piscine , une salle à manger , deux suites (deux chambres à coucher avec deux salles de bain et des dressings ) et une cuisine équipée    a l'étage : trois suites    beau jardin avec une piscine et un garage    la villa est équipée d'une climatisation et du chauffage central    pour plus d'information veuillez contactez l'agence sur le 28167167",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2804748
1824,2018-07-16T12:47:25,Tunisie-annonce TN,2450724,L,Un joli duplex à la marsa ref al1943,"Tunisie,Tunis,La Marsa,Cite Des Juges 2",1,m²,,,2000.0,"la croisette immobiliére vous propose:  ref:al1943  a louer un joli duplex à la marsa composé comme suit:  a l’extérieur;un jardin avec garage .  au rez de chaussé;un salon donnant sur le jardin ,une salle d’eau ,une cuisine et une chambre de service.  au 1 ér étage ;une salle de bain,2 chambres à coucher,une suite parentale avec une salle de bain et du dressings",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2450724
1830,2018-07-16T12:47:14,Tunisie-annonce TN,2818645,L,Villa charmante et prestigieuse,"Tunisie,Ariana,La Soukra,La Soukra",500,m²,,,2500.0,diar el marsa vous offre une location annuel d'une jolie villa s3  ayant une architecture moderne et charmante,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2818645
1836,2018-07-16T12:47:04,Tunisie-annonce TN,2796071,L,Ne pas raté,"Tunisie,Ariana,La Soukra,Charguia 2",423,m²,,,4000.0,"2 étages séparé situé a l'immeuble hadhara charguia 2 ''open space'' chaque étage superficie 423m près tous les commodité ( arrêt de bus ,resto ,café ) il est bien aménagé sécurisé ,syndic, climatisé",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2796071
1861,2018-07-16T12:46:05,Tunisie-annonce TN,2764219,L,Duplex jumelée  s plus 4 chotrana 1,"Tunisie,Ariana,La Soukra,Chotrana 1",200,m²,,,1200.0,"le duplex se compose de 2 niveaux :   -un rdc : se composant d’un salon et salle à manger, une chambre,   une cuisine bien équipée (plaque, four , hotte ) avec un grand séchoir et une salle d’eau , un jardin entourée du duplex et une place pour voiture  .1 er étage : se composant de 3 chambres à coucher enfants avec dressing avec leur salle de bain commune  autres commodités: chauffage centrale, interphone",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2764219
1868,2018-07-16T12:45:47,Tunisie-annonce TN,2814245,L,Une somptueuse villa avec une piscine à la soukra,"Tunisie,Ariana,La Soukra,La Soukra",700,m²,,,6500.0,"réf: sl041   a la soukra dans l'un des plus beaux et agréable quartiers, nous mettons à votre disposition la location d'une somptueuse villa avec un grand jardin et une piscine qui donne directement sur le golf de la soukra.   l'entrée présente un spacieux salon, un séjour et une salle à manger donnant sur le jardin et la piscine, une cuisine bien aménagée et équipée, une salle d'eau pour les visiteurs, quatre chambres à coucher avec dressings et une salle de bain.  la villa est équipée de chauffage central, climatiseurs, caméra de surveillance et système d'alarme.  aussi elle dispose d'un abri pour deux voitures.   superficie : 700 m² et loyer mensuel: 6500 dt.  pour de plus amples informations veuillez nous contacter:    tel : 20 777 057    fixe : 36 176 777    soukra negoce  inspiré de vos besoins.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2814245
1871,2018-07-16T12:45:33,Tunisie-annonce TN,2773356,L,Villa avec jardin a manar 3,"Tunisie,Tunis,El Menzah,El Manar 2",590,m²,,,6000.0,"on met à la location une villa avec jardin à usage bureautique ou commercial dans un emplacement stratégique et sur artère principal à manar3 d'une superficie de 570m² sur un terrain de 590m².    le sous-sol se compose d'une cuisine agencée avec un coin repas et un débarras, une chambre de service, une salle de bain et une salle de jeux.    le rez de chaussée offre un spacieux salon, un séjour, une cuisine agencée, un jardin d'hiver et une véranda.    le 1er étage dessert une suite avec dressing, trois pièces et une salle de bain.    prix de location à usage bureautique: 6000ttc    prix de location à usage commercial : 7500ttc avec pas de porte.    pour plus d'information veuillez contacter votre conseiller mr zied chakroun (58 309 927 / 71 981 482), négociateur en immobilier, lavitrineimmocom, l'agence immobilière nouvelle génération.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2773356
1874,2018-07-16T12:45:28,Tunisie-annonce TN,2808256,L,Une villa meublée avec piscine à la soukra,"Tunisie,Ariana,La Soukra,La Soukra",600,m²,,,700.0,"réf: sl020  on met à votre disposition la location d'une belle et grande villa très bien meublée et avec piscine  pour courte durée situé dans un quartier très calme et agréable à la soukra.   elle dispose de trois grands salons, une salle à manger, une spacieuse cuisine avec gazinière, des éléments de rangements, une machine à laver, un réfrigérateur et un coin de repas, une chambre de service avec sa salle d'eau et une salle d'eau pour les visiteurs.   à l'étage elle dispose de deux suites junior et une grande suite parentale avec un room dressing et un balcon donnant sur la piscine.    une villa pour vos vacances convenable pour vos jours de repos et divertissement confortable, disposant de toutes les commodités à l'intérieur et à l'extérieur  du chauffage central, climatiseur et télévision dans chaque pièce un système d'alarme, un portail électrique, des stores électriques et un garage.  prix de location pour la nuitée: 700 dt.   pour plus d'informations contactez nous.  tel : 20 777 057  fixe : 36 176 777    soukra négoce",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2808256
1885,2018-07-16T12:45:03,Tunisie-annonce TN,2347268,L,Une jolie villa à la soukra,"Tunisie,Ariana,La Soukra,La Soukra",1,m²,,,2000.0,"la croisette - agence immobilière à la marsa vous propose:   ref: vl569  a louer une jolie villa avec un grand jardin à la soukra composée comme suit :  -au rez de chaussée : un salon , salle à manger , séjour , une cuisine équipée et une salle de bain .  -a l'étage : deux salons , une suite parentale , 2 chambres à coucher et une salle de bain .",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2347268
