,Extraction_date,Marketplace,Reference,Category,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
119,2018-07-16T13:59:46,Tunisie-annonce TN,2782598,Appartement,Belle villa à kelibia,"Tunisie,Nabeul,Kelibia,Kelibia",250,m²,2.0,,880.0,à louer une belle maison à  kelibia  rez chaussé climatisé cité el borej  et près de la plage mansoura 3 mn par voiture ou 10 mn a pied  composée :  2salons +2 chambres +salle de bain +wifi +cuisine + jardin + cour   veuillez nous contacter sur ces numéros pour plus de renseignements: 53437346 / 97035905   880dt/semaine .,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2782598
121,2018-07-16T13:59:41,Tunisie-annonce TN,2819761,Appartement,Villa a kelibia réz chaussé,"Tunisie,Nabeul,Kelibia,Kelibia",250,m²,2.0,,880.0,une belle villa climatisé à louer à kelibia rez chaussé cité  el borej pré de la plage mansoura 10 mn a pied  ou 3 mn par voiture s+2  composé d'une jardin+grand cuisine +salle de bain+2 chambre à coucher 2 salon +wifi   880dt /s    pour plus d'informations contactez moi 53437346,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2819761
122,2018-07-16T13:59:39,Tunisie-annonce TN,2745848,Appartement,S plus 3 meublé a el manzah 9 wb205,"Tunisie,Tunis,El Menzah,El Menzah 9",150,m²,4.0,,1200.0,a louer pour 1200 dt par mois un charmant s plus 3 (150m) meublé à el manzah 9 (wb205),http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2745848
126,2018-07-16T13:59:24,Tunisie-annonce TN,2831378,Appartement,Appartement avec place voiture,"Tunisie,Ariana,Raoued,Cite El Ghazala 2",100,m²,2.0,,480.0,à louer     nouveau s+2 avec  place voiture prés du pole téchnologique el ghazela et à 15 minutes esprit  veillez contacter 97443288 pour plus informations,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831378
128,2018-07-16T13:59:20,Tunisie-annonce TN,2824425,Appartement,Appt pour vacances,"Tunisie,Sousse,Sousse Ville,Sousse Corniche",50,m²,2.0,,100.0,"a louer dans la zone la plus demandée,un particulier vous offre un bel appartement trés propre avec tout confort nécéssaire s+1+terasse meublé climatisé et tout nécéssaire existe, à la corniche boujaafar en trés bon état + parking dans un quartier calme à deux pas de la plage en pleine zone touristique sousse et à proximité de toute commodité,uniquement pour famille, loyer est de 100 dt par nuit",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2824425
130,2018-07-16T13:59:13,Tunisie-annonce TN,2815658,Appartement,Saison estivale,"Tunisie,Nabeul,Hammamet,Cite El Yasmine",56,m²,2.0,,1200.0,"appt s+1 haut standing richement meublee, piscine, residence gardee 24/24 du cote du boulvard cote hotels  1200 dt / semaine saison estivale tel 22 574 113",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2815658
133,2018-07-16T13:59:08,Tunisie-annonce TN,2831341,Appartement,Appartements à ain zaghouan sud,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",50,m²,2.0,,580.0,a louer un coquet s+1 au rez de chaussée d'une résidence gardée jour et nuit. le salon est équipé d'un climatiseur. une plaque de cuisson à gaz et un mini réfrigérateur sont disponibles à la cuisine. l'appart est équipé par un chauffage central.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831341
135,2018-07-16T13:59:02,Tunisie-annonce TN,2813894,Appartement,Des appartement pour vacances hammamet nord,"Tunisie,Nabeul,Hammamet,Hammamet",120,m²,3.0,,150.0,"résidence raoudha location des appartements meublés luxueux s2,3,4 bien gardés avec parking idéalement situé prés de la zone touristique et de l'aqua park et des endroits de loisir adultes et enfants . par nuitée et plus d'information contacter le 27373827 ou le 20680580 je suis la propriétaire",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2813894
137,2018-07-16T13:58:58,Tunisie-annonce TN,2390077,Appartement,Dar abdelkader,"Tunisie,Nabeul,Hammamet,Hammamet",70,m²,3.0,,500.0,maison au rez de chaussé s+2 avec une terrasse gazonnée  dans la zone de l'hotel  miramar . elle est bien équipée et climatisée à environ 250m de la plage avec un parking pour voiture   disponible pour une location  à l'année,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2390077
139,2018-07-16T13:58:55,Tunisie-annonce TN,2831340,Appartement,App par nuitée,"Tunisie,Tunis,Cite El Khadra,Cite El Khadra",100,m²,3.0,,100.0,"a louer un 1er ètage s+2 meublé, situé dans un quartier calme prés de la  mosquée el rahma.    prix nuitée : 50 dt    pour plus d'informations veuillez nous contactez au 58165025 / 21830659.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831340
140,2018-07-16T13:58:54,Tunisie-annonce TN,2831336,Appartement,Superbe grand rez de jardin à sahloul 4,"Tunisie,Sousse,Sousse Jaouhara,Sahloul",240,m²,5.0,,1500.0,"un rez de jardin très spacieux dans une nouvelle résidence de très haut standing sécurisée. ce bien est composé d'un salon donnant sur un grand jardin en gazon naturel très bien entretenu, 4 chambres dont une suite parentale avec salle d'eau et douche, une salle de bain et une cuisine donnant sur une grande terrasse et le jardin. toutes les chambres sont équipées de climatiseurs et du chauffage central. place de voiture privative en parking sous sol disponible. le bien est proposé en location meublée sur l'année renouvelable.   loyer : 1500 dt / mois  contact: 25953200.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831336
143,2018-07-16T13:58:45,Tunisie-annonce TN,2788855,Appartement,Beau rez de chaussée,"Tunisie,Ariana,Ariana Ville,El Menzah 7",120,m²,3.0,,900.0,"(900d) rez-de-chaussée de villa composé essentiellement de:   02 chambres à coucher  01 salon-salle à manger  01 cuisine équipé d'éléments de rangement, hotte, four et plaque  01 salle de douche  chauffage central  03 climatiseurs  grand jardin  71829455 - 29600916",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2788855
144,2018-07-16T13:58:42,Tunisie-annonce TN,2800494,Appartement,Etage de villa,"Tunisie,Tunis,La Marsa,Cite Des Mimosas",120,m²,3.0,,700.0,"(700d) étage de villa, composé essentiellement de:   02 chambres à coucher  01 salon-salle à manger  01 cuisine équipée  01 salle de bain  chauffage central  02 climatiseurs  01 abri de voiture  71829455 - 29600916",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2800494
146,2018-07-16T13:58:37,Tunisie-annonce TN,2800822,Appartement,Appartement a 6ème étage,"Tunisie,Ariana,Raoued,Cite Ennkhilet",55,m²,2.0,,105.0,a vendre appartement a 6ème étage s+1.  pour plus d information contacter riadh belhaj agent immobilier tel:97683234.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2800822
149,2018-07-16T13:58:34,Tunisie-annonce TN,2831308,Appartement,Partage un appartement avec des fonctionnaires,"Tunisie,Ben arous,Megrine,Megrine",,m²,1.0,,200.0,je cherche une chambre en colocation avec des fonctionnaires ( cadres) à mergrine,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831308
150,2018-07-16T13:58:26,Tunisie-annonce TN,2822719,Appartement,Des maisons meublé,"Tunisie,Nabeul,El Haouaria,Cite Touristique",110,m²,3.0,,700.0,a louer des maisons meublé s+2 avec jardin a el haouaria plage  a 250m aal bhar,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2822719
151,2018-07-16T13:58:21,Tunisie-annonce TN,2831304,Appartement,Appartement route lafrane,"Tunisie,Sfax,Sfax Sud,Sidi Abbes",87,m²,1.0,,570.0,route lafrane km 3 immeuble lafrane centre 2 devant clinique rachid,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831304
152,2018-07-16T13:58:18,Tunisie-annonce TN,2831302,Appartement,Appartement bardo  cafe abbassia,"Tunisie,Tunis,Le Bardo,Le Bardo",78,m²,2.0,,550.0,alouer appartement au bardo rue la marsa derriere slil school,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831302
153,2018-07-16T13:58:14,Tunisie-annonce TN,2818964,Maison,New house avec tres belle piscine,"Tunisie,Tunis,La Marsa,Gammart",250,m²,,,5000.0,"villa sur deux niveaux avec très beau jardin et grande piscine avec une très belle vue sur le golf, grand salon salle a manger, séjour, trois suite parentale, avec une chambre d'ami et une dépendance,",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2818964
154,2018-07-16T13:58:00,Tunisie-annonce TN,2805823,Maison,Machallahh,"Tunisie,Tunis,La Marsa,Cite Bhar Lazreg",190,m²,,,850.0,"rdc villa au cite des ingenieurs;3cc,ssm,sb,se,cuisine,chauf cent,clim,jardin,ent voit  cont:98 284 837",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2805823
156,2018-07-16T13:57:55,Tunisie-annonce TN,2770145,Appartement,Etage de villa s2 meublé a el manzah 9 wb877,"Tunisie,Tunis,El Menzah,El Menzah 9",138,m²,3.0,,1500.0,"a louer a el manzah 9 pour 1500 dt par mois un etage de villa richement  meublé s plus 2 (138m) avec chauffage central , climatisation , salle de bain avec jacuzzi une place parking , entrée indépendante, possibilité location vide pour 900 dt par mois   (wb877)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2770145
158,2018-07-16T13:57:47,Tunisie-annonce TN,2826499,Appartement,Appart salon plus 2 piece a corniche boujaafar,"Tunisie,Sousse,Sousse Ville,Sousse Corniche",80,m²,2.0,,1200.0,"a louer salon et 2 pieces dans la résidence aziz toute neuve a corniche sousse, dans un emplacement stratégique en face de riad palm et movenpick; à 2 minutes à pied de la plage de boujaafar et a 2 minutes à pied aussi de la station bus / taxi garde national sur gp1- tous les commodités et loisirs (plage, magasin, resto, bar, salon de thé, salle de sport, discothèque) sont proches à pied.     il s’agit d’un appartement de 80m2 de très haut standing est richement et luxueusement meublé.     la résidence est sécurisée accès avec code et gardée avec concierge 24/24 et vidéo surveillance.     il comprend salon salle à manger, deux chambres a couché, cuisine, salle de bain et deux balcons. climatisation et chauffage central avec tous équipements nécessaires et meubles. l’appartement peut facilement hoster 4 a 6 personnes.     loyer saison estivale:   1000dt/ pour 5 jours ou moins   1200dt / semaine   2000dt / 2 semaines   3500dt/ mois     contact: +216 22556136",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2826499
161,2018-07-16T13:57:44,Tunisie-annonce TN,2600439,Appartement,App s 3 a la soukra ds une residence,"Tunisie,Ariana,La Soukra,La Soukra",146,m²,3.0,,900.0,"a  louer un app s+3  dans une résidence gardée se compose  de ssm avec balcon + une belle cuisine avec séchoir ,sde  compartiment nuit: 3 pièces avec dressing chacune ,sdb sachant qu'une des chambres contient un petit  coffre fort  dispo a partir 01/07/2018  place de parking",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2600439
162,2018-07-16T13:57:38,Tunisie-annonce TN,2785686,Appartement,Petit deux pièces,"Tunisie,Tunis,El Omrane Superieur,Cite Ibn Khaldoun I",34,m²,2.0,,300.0,"a l entrée  du la cité ibn khaldoun ,à proximité du métro,un petit deux pièces dans un immeuble récent  idéal pour étudiants ou couple sans enfants",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2785686
163,2018-07-16T13:57:35,Tunisie-annonce TN,2831267,Appartement,Appartement gammart,"Tunisie,Tunis,La Marsa,Gammart",100,m²,3.0,,750.0,"a louer un appartement, se compose de 3 chambres, salon, cuisine, wc et salle de bain, situé dans un quartier calme.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831267
164,2018-07-16T13:57:30,Tunisie-annonce TN,2770148,Appartement,S plus 3 meublé a el manzah 7 bis wb878,"Tunisie,Ariana,Ariana Ville,El Menzah 7",140,m²,4.0,,1500.0,"a louer a el manzah 7 bis pour 1500 dt par mois un s plus 3 meublé (140m) avec chauffage central , climatisation  , place parking sous sol (wb878)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2770148
165,2018-07-16T13:57:26,Tunisie-annonce TN,2831247,Appartement,Appartement vue sur mer a mahdia,"Tunisie,Mahdia,Mahdia,Mahdia",100,m²,2.0,,130.0,appartement meublé s+2 en plein centre ville a mahdia vue sur mer a une minute de la plage   location pour période d'été   130d/ nuit   prix légèrement négociable pour période d'une semaine et plus,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831247
168,2018-07-16T13:57:18,Tunisie-annonce TN,2738493,Maison,Villa a el manzah 9 wb810,"Tunisie,Tunis,El Menzah,El Menzah 9",500,m²,,,3500.0,"a louer a el manzah 9 pour 3500 dt par mois une grande villa 6 pieces (500m) sur 2 niveaux ( rez de chaussée composé d 'un ssm , salle d'eau , cuisine et une piece et l étage composé e 3 cc et une suite et une salle de bain  avec chauffage central , climatisation , garage , jardin , alarme (wb810)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2738493
169,2018-07-16T13:57:14,Tunisie-annonce TN,2830142,Appartement,Maison mrj 6,"Tunisie,Ben arous,El Mourouj,El Mourouj",,m²,4.0,,500.0,rdc dune maison independent s+3 a mourouj 6,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2830142
172,2018-07-16T13:57:06,Tunisie-annonce TN,2822025,Appartement,Appartement a el manar prés de colisé soula,"Tunisie,Tunis,El Menzah,El Manar 2",80,m²,1.0,,900.0,"a louer pour la saison estival un appartement richement meublé s+1 a el manar 2 ( disponible a partir du 8 juillet ) . il est composé d'une grande salon salle a manger , une grande chambre a couché , une cuisine équipé et une salle de bain . l'appart est sécurisé et prés de tout commodités .  prix par semaine 490dt , par mois ( juillet ou août) 1500dt le mois /a l'année 900dt par mois .  pour plus de renseignements svp contactez le 24 697 913",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2822025
174,2018-07-16T13:57:00,Tunisie-annonce TN,2831223,Appartement,Appartement haut standing à mourouj 5,"Tunisie,Ben arous,El Mourouj,El Mourouj",160,m²,4.0,,600.0,"notre agence immobilière dar al hanaa met à votre disposition à louer un super appartement neuf très haut standing dans une immeuble très propre et chic se compose :   d'un vaste salon bien décoré spacieux et lumineux.   03 chambres à coucher ,dont une avec un grand placard .   une suite parental ( salle d'eau avec douche).   une cuisine bien équipée avec des éléments ,des placards , une salle de bain bien équipée ,deux salles d'eaux , 03 balcons   gaz de ville installé , les compteurs de l'eau et électricité sont indépendants ,place parking garder avec un porte avec commande .   l'appartement est situé dans une quartier calme prés de toutes les commodités : taxi collectif ,mini prix 2 minutes de la rue principale. remarque: 600 dt le loyer de mois /30 d frais syndic.   pour plus de renseignements contacter notre agence immobilière dar al hanaa à ,mourouj 5 fin de la rue 20 mars( prés pâtisserie gammoudi ).   tél :24149416/96560563",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831223
176,2018-07-16T13:56:53,Tunisie-annonce TN,2820808,Appartement,App s2 a boumhal coté carrefour,"Tunisie,Ben arous,Bou Mhel El Bassatine,Bou Mhel",98,m²,3.0,,600.0,"a louer un joli app a boumhal coté carrefour qui possède un accès facile vers ezzahra lycée, s+2 propre et proche tt commodités, sdb , cuisine agencée est équipée par une plaque hotte et four, séchoir et un balcon ,une place de parking est à la disposition.    600d/mois    mob : 50 560 130",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2820808
178,2018-07-16T13:56:49,Tunisie-annonce TN,2583043,Maison,Depot  charguia1 5000m2 1er etg avec monte charge,"Tunisie,Tunis,Cite El Khadra,El Charguia",5000,m²,,,25000.0,agence immob carthage    a l    le 1er et dernier nivau  dun local indust   a la zone indus de charguia 1 gouvernorat de tunis   5000m2  avec m chargr et administration  loyer 60d/m2/an  ttc  visite   50 d  commission 5%  du montant annuel du loyer  95554202  ali,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2583043
179,2018-07-16T13:56:47,Tunisie-annonce TN,2831195,Appartement,Appartement 2 piéce a farhat hached,"Tunisie,Tunis,Bab Bhar,Republique",,m²,2.0,,900.0,"agence immobilière imtiezimmob met à votre disposition appartement meublé chambre salon , cuisine equipé chauffage centrele, climatisseur ,2éme étage ,climatisseur  adresse:rue farhat hachad  prix:900dt   adresse: agence imtiezimmob 45 colisée avenue habib bourguiba bloc d 5éme étage  svp appelez nous entre le 10h et 17h max merci pour votre compréhension   frais d’engagement pour visiter tous nos offres disponibles: 20 dt et 5 % pour l’autorisation de contrat",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831195
